#{"t_start": 1545891378.1330242, "gym_version": "0.10.8", "env_id": "Acrobot-v1"}
r,l,t
-500.0,500,77.068249
-500.0,500,78.862163
-500.0,500,80.653363
-500.0,500,82.561695
-500.0,500,362.559943
-500.0,500,364.350034
-500.0,500,366.152825
-500.0,500,368.041522
-500.0,500,556.321291
-500.0,500,558.150906
-500.0,500,559.992962
-500.0,500,561.795265
-500.0,500,750.707108
-500.0,500,752.601481
-500.0,500,754.41442
-500.0,500,756.237612
-500.0,500,943.564991
-500.0,500,945.432269
-500.0,500,947.387406
-500.0,500,949.233267
-500.0,500,1140.954811
-500.0,500,1142.748866
-500.0,500,1144.575832
-500.0,500,1146.374744
-500.0,500,1336.827644
-500.0,500,1338.626981
-500.0,500,1340.436572
-500.0,500,1342.245404
-500.0,500,1531.672557
-500.0,500,1533.538521
-500.0,500,1535.360013
-500.0,500,1537.139836
-500.0,500,1726.284565
-500.0,500,1728.073063
-500.0,500,1729.863655
-500.0,500,1731.733605
-500.0,500,1920.687075
-500.0,500,1922.476388
-500.0,500,1924.275064
-500.0,500,1926.057467
-500.0,500,2115.08645
-500.0,500,2116.99133
-500.0,500,2118.80624
-500.0,500,2120.72171
-500.0,500,2122.506099
-500.0,500,2311.985743
-500.0,500,2313.86009
-500.0,500,2315.662342
-500.0,500,2317.470067
-500.0,500,2506.602651
-500.0,500,2508.402603
-500.0,500,2510.203421
-500.0,500,2512.089205
-500.0,500,2701.257126
-500.0,500,2703.037404
-500.0,500,2704.828866
-500.0,500,2706.623918
-500.0,500,2895.692919
-500.0,500,2897.565452
-500.0,500,2899.366221
-500.0,500,2901.164892
-500.0,500,3090.319633
-500.0,500,3092.114861
-500.0,500,3093.90924
-500.0,500,3095.787449
-500.0,500,3284.8935
-500.0,500,3286.681741
-500.0,500,3288.468071
-500.0,500,3290.244014
-500.0,500,3479.207647
-500.0,500,3481.081658
-500.0,500,3482.899888
-500.0,500,3484.698212
-500.0,500,3673.717206
-500.0,500,3675.503846
-500.0,500,3677.327014
-500.0,500,3679.18138
-500.0,500,3868.210302
-500.0,500,3870.032156
-500.0,500,3871.838948
-500.0,500,3873.6198
-500.0,500,4062.634993
-500.0,500,4064.41991
-500.0,500,4066.207986
-500.0,500,4068.000791
-500.0,500,4069.787762
-500.0,500,4258.781471
-500.0,500,4260.649149
-500.0,500,4262.427326
-500.0,500,4264.227179
-500.0,500,4453.018635
-500.0,500,4454.80667
-500.0,500,4456.603234
-500.0,500,4458.438577
-500.0,500,4647.565379
-500.0,500,4649.368347
-500.0,500,4651.174097
-500.0,500,4652.97603
-500.0,500,4842.031662
-500.0,500,4843.92105
-500.0,500,4845.726315
-500.0,500,4847.5336
-500.0,500,5036.400699
-500.0,500,5038.193188
-500.0,500,5039.982948
-500.0,500,5041.86395
-500.0,500,5231.123366
-500.0,500,5232.913069
-500.0,500,5234.706949
-500.0,500,5236.500952
-500.0,500,5425.659793
-500.0,500,5427.445455
-500.0,500,5429.247181
-500.0,500,5431.069281
-500.0,500,5620.012033
-500.0,500,5621.80446
-500.0,500,5623.692942
-500.0,500,5625.501961
-500.0,500,5814.61472
-500.0,500,5816.411726
-500.0,500,5818.196831
-500.0,500,5819.997964
-500.0,500,6009.019269
-500.0,500,6010.808637
-500.0,500,6012.617996
-500.0,500,6014.418394
-500.0,500,6203.477798
-500.0,500,6205.271409
-500.0,500,6207.144778
-500.0,500,6208.959921
-500.0,500,6210.783956
-500.0,500,6399.581706
-500.0,500,6401.382091
-500.0,500,6403.194296
-500.0,500,6405.073243
-500.0,500,6594.059081
-500.0,500,6595.85417
-500.0,500,6597.667396
-500.0,500,6599.481419
-500.0,500,6788.60335
-500.0,500,6790.478803
-500.0,500,6792.277428
-500.0,500,6794.085554
-500.0,500,6983.133816
-500.0,500,6984.915913
-500.0,500,6986.693748
-500.0,500,6988.573599
-500.0,500,7177.496487
-500.0,500,7179.288038
-500.0,500,7181.102029
-500.0,500,7182.915004
-500.0,500,7372.050194
-500.0,500,7373.937525
-500.0,500,7375.746023
-500.0,500,7377.538701
-500.0,500,7566.741952
-500.0,500,7568.525467
-500.0,500,7570.3363
-500.0,500,7572.204448
-500.0,500,7761.188141
-500.0,500,7762.994703
-500.0,500,7764.802156
-500.0,500,7766.602277
-500.0,500,7955.611223
-500.0,500,7957.401154
-500.0,500,7959.196633
-500.0,500,7961.010957
-500.0,500,8149.698399
-500.0,500,8151.487751
-500.0,500,8153.28776
-500.0,500,8155.095596
-500.0,500,8156.89655
-500.0,500,8345.960511
-500.0,500,8347.758434
-500.0,500,8349.563219
-500.0,500,8351.374601
